sn	wn	word	frequency	rv100	sp100	spm	spu	len	distance	freq.class	spu.class	rv100.class
93	4	den	12013	429	0.04254	10.59239	2.36136	3	NA	5	3	3
93	5	Wirt	10	423	0.31427	6.54856	0.8944	4	NA	2	1	3
93	6	um	2854	674	0.46079	6.58696	1.57631	2	NA	4	2	3
93	7	etwas	500	445	0.75872	6.45806	4.37442	5	NA	3	4	3
93	8	Wasser	NA	NA	NA	NA	2.63626	7	NA	NA	3	NA
94	1	Seit	NA	NA	NA	NA	2.37368	4	NA	NA	3	NA
94	2	gestern	244	197	0	6.59812	4.94276	7	NA	3	4	1
94	3	geht	495	396	0	6.08988	5.20913	4	NA	3	5	2
94	4	es	4589	636	0.09036	10.39815	1.98063	2	NA	4	2	3
94	5	dem	6578	301	0.77471	5.43487	2.42154	3	NA	4	3	2
94	6	Patienten	59	345	1.59809	6.57317	0.68966	9	NA	2	1	2
94	7	deutlich	203	197	1.10772	6.58696	5.23017	8	NA	3	5	1
94	8	besser	NA	NA	NA	NA	6.437	7	NA	NA	5	NA
95	1	Der	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
95	2	Waffenstillstand	16	197	0	6.61735	1.17345	16	NA	2	2	1
95	3	hält	188	396	0	6.58696	2.42056	4	NA	3	3	2
95	4	seit	789	429	0.05758	10.59239	2.36666	4	NA	3	3	3
95	5	fast	384	396	0.22019	6.55093	5.96529	4	NA	3	5	2
95	6	vier	403	352	0.60094	6.00587	2.67114	4	NA	3	3	2
95	7	Monaten	NA	NA	NA	NA	0.49846	8	NA	NA	1	NA
96	1	Freundlich	NA	NA	NA	NA	3.47923	10	NA	NA	3	NA
96	2	zu	9469	197	0	6.5047	4.4571	2	NA	4	4	1
96	3	sein	1697	396	0	9.7442	4.33339	4	NA	4	4	2
96	4	kann	1297	636	0	9.78419	10.50152	4	NA	4	5	3
96	5	nie	254	654	0.12404	5.76512	4.25423	3	NA	3	4	3
96	6	schaden	NA	NA	NA	NA	8.41474	8	NA	NA	5	NA
97	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
97	2	Mutter	137	197	0	6.61735	1.17345	6	NA	3	2	1
97	3	gibt	748	396	0	6.58696	2.42056	4	NA	3	3	2
97	4	ihren	658	429	0.04672	10.59239	4.18599	5	NA	3	4	3
97	5	Kindern	89	396	0.30574	5.76115	2.61411	7	NA	2	3	2
97	6	jeden	157	423	0.29212	6.62796	8.83652	5	NA	3	5	3
97	7	Montag	196	394	0.63784	12.02212	0.94619	6	NA	3	1	2
97	8	Taschengeld	NA	NA	NA	NA	6.28505	12	NA	NA	5	NA
98	1	Jeder	NA	NA	NA	NA	5.93747	5	NA	NA	5	NA
98	2	Vorschlag	78	197	0	5.95961	1.32205	9	NA	2	2	1
98	3	gilt	226	370	0.08975	8.18987	2.63437	5	NA	3	3	2
98	4	der	33429	449	0.43078	6.01103	2.66511	3	NA	5	3	3
98	5	rechtzeitig	28	345	0.90913	6.58237	4.31191	11	NA	2	4	2
98	6	eingereicht	12	396	1.17548	10.43208	4.948	11	NA	2	4	2
98	7	wird	NA	NA	NA	NA	0.97769	5	NA	NA	1	NA
99	1	Ich	NA	NA	NA	NA	3.40038	3	NA	NA	3	NA
99	2	weiß	232	197	0	6.53992	1.55809	4	NA	3	2	1
99	3	nicht	7078	374	0.05219	7.91944	2.64512	6	NA	4	3	2
99	4	ob	449	396	0.43504	10.786	2.33399	2	NA	3	3	2
99	5	wir	1166	197	1.47413	6.62379	3.32959	3	NA	4	3	1
99	6	uns	644	219	1.88633	10.70821	3.43483	3	NA	3	3	1
99	7	noch	2804	283	2.06983	3.3989	2.61507	4	NA	4	3	2
99	8	sehen	293	197	2.39513	4.27103	2.50675	5	NA	3	3	1
99	9	werden	NA	NA	NA	NA	4.7545	7	NA	NA	4	NA
100	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
100	2	meisten	195	197	0	6.61735	5.02372	7	NA	3	4	1
100	3	Kinder	316	396	0	9.25623	2.41534	6	NA	3	3	2
100	4	gehen	246	396	0.11294	6.498	2.1172	5	NA	3	3	2
100	5	gerne	77	378	0.45039	9.88174	3.80666	5	NA	2	4	2
100	6	zur	2034	197	1.00633	4.85287	2.4977	3	NA	4	3	1
100	7	Schule	NA	NA	NA	NA	2.16451	7	NA	NA	3	NA
101	1	Viele	NA	NA	NA	NA	5.93747	5	NA	NA	5	NA
101	2	Kinder	316	197	0	5.95961	1.32205	6	NA	3	2	1
101	3	lesen	62	396	0	6.498	2.15732	5	NA	2	3	2
101	4	nur	2549	429	0.1174	9.88174	3.07694	3	NA	4	3	3
101	5	noch	2804	345	0.49609	4.85287	2.92547	4	NA	4	3	2
101	6	selten	NA	NA	NA	NA	2.6246	7	NA	NA	3	NA
102	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
102	2	Journalisten	67	197	0	6.61735	1.17345	12	NA	2	2	1
102	3	fragen	48	396	0	6.58696	2.39901	6	NA	2	3	2
102	4	den	12013	429	0.04254	10.59239	2.37344	3	NA	5	3	3
102	5	Bürgermeister	109	423	0.31427	6.54856	0.89434	13	NA	3	1	3
102	6	nach	3365	674	0.46079	6.58696	1.56898	4	NA	4	2	3
102	7	seiner	1016	445	0.74423	6.45806	5.56999	6	NA	4	5	3
102	8	Meinung	NA	NA	NA	NA	0.44667	8	NA	NA	1	NA
103	1	Kevin	NA	NA	NA	NA	3.77039	5	NA	NA	4	NA
103	2	und	23166	197	0	6.58823	5.70237	3	NA	5	5	1
103	3	Marie	14	396	0	10.97037	0.41061	5	NA	2	1	2
103	4	spielen	126	423	0.14937	5.8033	1.94522	7	NA	3	2	3
103	5	oft	232	394	0.82724	15.19396	3.37259	3	NA	3	3	2
103	6	im	6748	197	1.51075	4.85287	1.93723	2	NA	4	2	1
103	7	Garten	NA	NA	NA	NA	1.8498	7	NA	NA	2	NA
104	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
104	2	Geschworenen	4	197	0	6.61735	1.17345	12	NA	1	2	1
104	3	glauben	73	396	0	6.58696	2.39922	7	NA	2	3	2
104	4	dem	6578	429	0.04254	10.59239	2.58656	3	NA	4	3	3
104	5	Beklagten	3	423	0.31427	6.54856	0.70666	9	NA	1	1	3
104	6	bestimmt	90	423	0.50748	6.58696	5.48652	8	NA	2	5	3
104	7	alles	NA	NA	NA	NA	7.74275	6	NA	NA	5	NA
105	1	Am	NA	NA	NA	NA	5.42033	2	NA	NA	5	NA
105	2	besten	119	197	0	4.60746	2.17787	6	NA	3	3	1
105	3	stellen	164	396	0	10.56155	5.25358	7	NA	3	5	2
105	4	wir	1166	396	0	10.81903	2.11769	3	NA	4	3	2
105	5	das	8502	396	0.27254	5.43487	1.15744	3	NA	4	2	2
105	6	Klavier	17	378	0.88748	6.57317	2.37125	7	NA	2	3	2
105	7	nicht	7078	396	0.87856	6.58696	7.69296	5	NA	4	5	2
105	8	direkt	94	472	1.13471	9.04095	5.48322	6	NA	2	5	3
105	9	ans	52	219	2.34523	9.5113	6.01775	3	NA	2	5	1
105	10	Fenster	NA	NA	NA	NA	0.44809	8	NA	NA	1	NA
106	1	Meistens	NA	NA	NA	NA	3.75637	8	NA	NA	4	NA
106	2	wünschen	29	197	0	6.60087	2.14766	8	NA	2	3	1
106	3	Kinder	316	396	0	10.75555	4.30086	6	NA	3	4	2
106	4	sich	7603	429	0.09521	4.72178	9.73089	4	NA	4	5	3
106	5	Spielzeug	7	345	0.62802	4.03442	5.58476	9	NA	1	5	2
106	6	zu	9469	372	0.92194	3.64991	1.54796	2	NA	4	2	2
106	7	Weihnachten	NA	NA	NA	NA	2.39153	12	NA	NA	3	NA
107	1	Einige	NA	NA	NA	NA	6.04865	6	NA	NA	5	NA
107	2	Häftlinge	15	197	0	5.95961	1.42091	9	NA	2	2	1
107	3	sprechen	111	396	0	6.498	2.15959	8	NA	3	3	2
107	4	nicht	7078	636	0.04579	9.88174	6.33898	5	NA	4	5	3
107	5	gern	82	396	0.53788	4.87514	1.86516	4	NA	2	2	2
107	6	miteinander	NA	NA	NA	NA	4.42867	12	NA	NA	4	NA
108	1	Nur	NA	NA	NA	NA	3.75637	3	NA	NA	4	NA
108	2	wenige	96	197	0	6.60087	5.83976	6	NA	2	5	1
108	3	Menschen	616	396	0	10.06003	1.64369	8	NA	3	2	2
108	4	brauchen	68	396	0.15757	6.498	2.42399	8	NA	2	3	2
108	5	ein	5821	378	0.51033	9.88174	1.73408	3	NA	4	2	2
108	6	Handy	11	345	1.05557	6.54856	1.44149	5	NA	2	2	2
108	7	wirklich	NA	NA	NA	NA	3.80129	9	NA	NA	4	NA
109	1	Einige	NA	NA	NA	NA	6.04865	6	NA	NA	5	NA
109	2	der	33429	197	0	6.26449	4.67169	3	NA	5	4	1
109	3	Angestellten	26	396	0	6.48133	0.7366	12	NA	2	1	2
109	4	arbeiten	105	396	0.19938	6.58696	2.64715	8	NA	3	3	2
109	5	nur	2549	378	0.36777	10.59239	3.18927	3	NA	4	3	2
109	6	vormittags	NA	NA	NA	NA	2.97241	11	NA	NA	3	NA
110	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
110	2	Spieler	80	197	0	6.61735	1.17345	7	NA	2	2	1
110	3	hoffen	44	413	0.02434	8.58967	2.77712	7	NA	2	3	3
110	4	daß	3794	396	0.27364	6.01103	2.38004	3	NA	4	3	2
110	5	sie	3942	345	0.66681	6.62379	4.14428	3	NA	4	4	2
110	6	ihre	1201	378	0.77799	10.70821	6.76873	4	NA	4	5	2
110	7	Gegner	75	345	1.3131	5.82971	0.34972	6	NA	2	1	2
110	8	schlagen	39	353	2.44387	6.62796	1.73168	8	NA	2	2	2
110	9	werden	NA	NA	NA	NA	3.62838	7	NA	NA	4	NA
111	1	Ich	NA	NA	NA	NA	3.40038	3	NA	NA	3	NA
111	2	bin	193	197	0	6.53992	2.31928	3	NA	3	3	1
111	3	nicht	7078	396	0	10.74673	5.48472	5	NA	4	5	2
111	4	sicher	144	349	0.38851	7.57147	1.93164	7	NA	3	2	2
111	5	ob	449	404	1.28527	10.87134	3.17559	2	NA	3	3	3
111	6	alle	798	396	2.03673	6.57906	4.08957	4	NA	3	4	2
111	7	die	30483	420	0.722	10.34078	2.86138	3	NA	5	3	3
111	8	Prüfung	33	347	2.00509	6.48133	0.85488	7	NA	2	1	2
111	9	schaffen	116	197	2.60457	6.58696	3.52945	8	NA	3	4	1
111	10	werden	NA	NA	NA	NA	5.22987	7	NA	NA	5	NA
112	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
112	2	meisten	195	197	0	6.61735	5.02372	7	NA	3	4	1
112	3	Geschäfte	44	396	0	9.25623	2.41534	9	NA	2	3	2
112	4	schließen	49	396	0.11294	6.498	2.1172	9	NA	2	3	2
112	5	samstags	8	378	0.44639	9.88174	3.80666	8	NA	1	4	2
112	6	früher	129	197	1.06712	4.85287	2.22615	6	NA	3	3	1
112	7	als	5074	197	1.31356	8.82068	2.17179	3	NA	4	3	1
112	8	unter	1272	197	2.04011	9.50759	3.93936	5	NA	4	4	1
112	9	der	33429	197	2.37362	6.26672	3.13818	3	NA	5	3	1
112	10	Woche	NA	NA	NA	NA	0.69717	6	NA	NA	1	NA
113	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
113	2	Astronauten	4	197	0	6.61735	1.17345	11	NA	1	2	1
113	3	antworten	12	396	0	6.58696	8.48863	9	NA	2	5	2
113	4	seit	789	429	0.06031	10.59239	6.26269	4	NA	3	5	3
113	5	Tagen	155	345	0.18866	6.55093	2.45626	5	NA	3	3	2
113	6	nicht	7078	372	0.46181	6.61166	9.80881	5	NA	4	5	2
113	7	mehr	NA	NA	NA	NA	1.04138	5	NA	NA	2	NA
114	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
114	2	Schüler	93	197	0	6.61735	1.0557	7	NA	2	2	1
114	3	schreiben	60	396	0	6.58696	2.39642	9	NA	2	3	2
114	4	ihrer	750	429	0.03918	10.59239	4.21665	5	NA	3	4	3
114	5	kranken	7	396	0.31665	5.76115	4.72204	7	NA	1	4	2
114	6	Lehrerin	13	585	0.58771	6.37629	0.22303	8	NA	2	1	3
114	7	einen	2495	353	0.93085	6.42835	4.29063	5	NA	4	4	2
114	8	Brief	NA	NA	NA	NA	0.77789	6	NA	NA	1	NA
115	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
115	2	Beschuldigten	7	197	0	6.61735	1.17345	13	NA	1	2	1
115	3	schweigen	17	396	0	6.58696	2.39922	9	NA	2	3	2
115	4	zu	9469	429	0.05892	10.59239	1.43705	2	NA	4	2	3
115	5	den	12013	396	0.2053	6.55093	1.56797	3	NA	5	2	2
115	6	Vorwürfen	NA	NA	NA	NA	1.02302	10	NA	NA	2	NA
116	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
116	2	beiden	478	197	0	6.61735	6.1802	6	NA	3	5	1
116	3	Mädchen	102	396	0	9.25623	1.42571	7	NA	3	2	2
116	4	schütteln	5	396	0.14381	6.498	6.18146	9	NA	1	5	2
116	5	sich	7603	665	0.24039	9.88174	12.41704	4	NA	4	5	3
116	6	vor	2556	411	0.99817	5.16	0.82028	3	NA	4	1	3
116	7	lachen	NA	NA	NA	NA	7.34536	7	NA	NA	5	NA
117	1	Dorothea	NA	NA	NA	NA	3.77039	8	NA	NA	4	NA
117	2	log	2	197	0	6.58823	2.43491	3	NA	1	3	1
117	3	oft	232	396	0	10.91721	3.43464	3	NA	3	3	2
117	4	bei	2956	345	0.13046	4.85287	1.69574	3	NA	4	2	2
117	5	Fragen	176	345	0.65871	6.36081	1.96126	6	NA	3	2	2
117	6	nach	3365	219	1.23489	6.61166	2.18438	4	NA	4	3	1
117	7	ihrem	358	423	1.68208	6.45806	5.70063	5	NA	3	5	3
117	8	Alter	NA	NA	NA	NA	0.11229	6	NA	NA	1	NA
118	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
118	2	Großmutter	10	197	0	6.61735	1.17345	10	NA	2	2	1
118	3	wog	3	396	0	6.58696	2.42056	3	NA	1	3	2
118	4	die	30483	429	0.04254	10.59239	2.50285	3	NA	5	3	3
118	5	Zutaten	6	423	0.31427	6.54856	0.76195	7	NA	1	1	3
118	6	beim	643	423	0.50165	6.58696	4.50074	4	NA	3	4	3
118	7	Backen	3	445	0.6721	6.52096	0.47586	6	NA	1	1	3
118	8	sehr	571	241	1.10462	6.62155	4.32324	4	NA	3	4	1
118	9	genau	NA	NA	NA	NA	2.72391	6	NA	NA	3	NA
119	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
119	2	Mutter	137	197	0	6.61735	1.17345	6	NA	3	2	1
119	3	sagte	709	413	0.02434	8.58967	2.79833	6	NA	3	3	3
119	4	Nina	9	396	0.2659	6.01103	4.12588	4	NA	1	4	2
119	5	übe	2	372	0.67758	6.60643	3.18081	3	NA	1	3	2
119	6	gerade	312	423	0.82378	11.03809	2.71286	6	NA	3	3	3
119	7	Klavier	NA	NA	NA	NA	4.42143	8	NA	NA	4	NA
120	1	Der	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
120	2	Gehilfe	2	197	0	6.61735	1.17345	7	NA	1	2	1
120	3	des	7866	396	0	6.58696	2.84717	3	NA	4	3	2
120	4	Gärtners	1	738	0.10788	6.56709	0.79659	8	NA	1	1	3
120	5	sät	2	527	0.35247	6.58696	2.68202	3	NA	1	3	3
120	6	Kresse	1	449	0.44331	10.59239	4.60528	6	NA	1	4	3
120	7	und	23166	241	0.65036	4.72178	3.08172	3	NA	5	3	1
120	8	Radieschen	NA	NA	NA	NA	0.27855	11	NA	NA	1	NA
121	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
121	2	zwei	924	197	0	6.61735	6.96436	4	NA	3	5	1
121	3	Nichten	1	474	0	6.5053	0.94583	7	NA	1	1	3
121	4	öden	3	445	0.14428	4.61062	5.56382	4	NA	1	5	3
121	5	sich	7603	706	0.27619	15.20907	9.80672	4	NA	4	5	3
121	6	gegenseitig	25	494	1.16158	5.16	6.69131	11	NA	2	5	3
121	7	an	NA	NA	NA	NA	2.31252	3	NA	NA	3	NA
122	1	Sei	NA	NA	NA	NA	14.01588	3	NA	NA	5	NA
122	2	so	2410	197	0	4.2421	6.02316	2	NA	4	5	1
122	3	gut	427	197	0	9.0777	1.41931	3	NA	3	2	1
122	4	und	23166	396	0	9.79207	2.10866	3	NA	5	3	2
122	5	miß	1	636	0	10.28364	13.30242	3	NA	1	5	3
122	6	bitte	38	487	0.14668	8.2969	10.97624	5	NA	2	5	3
122	7	die	30483	432	0.81974	9.03669	1.1355	3	NA	5	2	3
122	8	Tiefe	24	445	1.42733	5.35753	0.6848	5	NA	2	1	3
122	9	des	7866	197	1.37536	6.51962	2.86776	3	NA	4	3	1
122	10	Regals	NA	NA	NA	NA	1.19635	7	NA	NA	2	NA
123	1	Jetzt	NA	NA	NA	NA	3.75637	5	NA	NA	4	NA
123	2	rate	3	197	0	6.60087	2.1552	4	NA	1	3	1
123	3	doch	811	396	0	8.64468	3.93147	4	NA	3	4	2
123	4	mal	271	356	0.32389	9.55353	3.17258	4	NA	3	3	2
123	5	wen	16	623	0.80112	10.50822	11.375	3	NA	2	5	3
123	6	ich	1391	510	1.11185	6.34209	3.64128	3	NA	4	4	3
123	7	gesehen	108	197	0.48193	10.26246	6.35926	7	NA	3	5	1
123	8	habe	NA	NA	NA	NA	3.85654	5	NA	NA	4	NA
124	1	Sei	NA	NA	NA	NA	14.01588	3	NA	NA	5	NA
124	2	so	2410	197	0	4.2421	6.02316	2	NA	4	5	1
124	3	lieb	11	197	0	9.0777	2.70733	4	NA	2	3	1
124	4	und	23166	396	0	9.79207	1.75647	3	NA	5	2	2
124	5	lies	2	636	0	10.28364	14.31298	4	NA	1	5	3
124	6	mir	389	487	0.08577	8.38304	5.00239	3	NA	3	4	3
124	7	die	30483	408	0.54478	9.97353	2.73746	3	NA	5	3	3
124	8	Angaben	242	430	1.19485	5.37252	0.88859	7	NA	3	1	3
124	9	vor	NA	NA	NA	NA	1.29535	4	NA	NA	2	NA
125	1	Bitte	NA	NA	NA	NA	2.97703	5	NA	NA	3	NA
125	2	wirf	1	197	0	6.60087	11.22924	4	NA	1	5	1
125	3	den	12013	396	0	8.73083	6.40083	3	NA	5	5	2
125	4	Ball	35	429	0.06576	9.63381	0.70264	4	NA	2	1	3
125	5	nicht	7078	636	0.25382	6.58696	8.71822	5	NA	4	5	3
125	6	wieder	1101	202	0.77167	9.04095	0.84916	6	NA	4	1	1
125	7	aufs	73	423	1.14911	10.07998	5.95037	4	NA	2	5	3
125	8	Dach	NA	NA	NA	NA	0.4449	5	NA	NA	1	NA
126	1	Bitte	NA	NA	NA	NA	2.97703	5	NA	NA	3	NA
126	2	hilf	2	197	0	6.60087	2.19687	4	NA	1	3	1
126	3	deiner	7	396	0	8.73083	6.16231	6	NA	1	5	2
126	4	Schwester	31	429	0	3.83676	0.34866	9	NA	2	1	3
126	5	beim	643	396	0.09249	6.62796	4.39143	4	NA	3	4	2
126	6	Aufräumen	NA	NA	NA	NA	0.47535	10	NA	NA	1	NA
127	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
127	2	streikenden	3	197	0	6.61735	2.62851	11	NA	1	3	1
127	3	Fahrer	42	396	0	6.60187	0.20275	6	NA	2	1	2
127	4	konnte	367	396	0.10186	6.42835	4.46345	6	NA	3	4	2
127	5	man	1893	429	0.46811	13.93322	6.20674	3	NA	4	5	3
127	6	kilometerweit	2	396	1.37295	6.31847	4.81292	13	NA	1	4	2
127	7	hupen	1	219	1.63395	3.53065	2.71248	5	NA	1	3	1
127	8	hören	NA	NA	NA	NA	7.17605	6	NA	NA	5	NA
128	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
128	2	Gärtner	8	197	0	6.61735	1.17345	7	NA	1	2	1
128	3	mähen	1	396	0	6.58696	4.26259	5	NA	1	4	2
128	4	den	12013	429	0.04254	10.59239	1.60825	3	NA	5	2	3
128	5	Rasen	13	423	0.31427	6.54856	5.27636	5	NA	2	5	3
128	6	im	6748	423	0.50165	6.58696	2.46671	2	NA	4	3	3
128	7	Park	32	445	0.6721	6.52096	1.35219	4	NA	2	2	3
128	8	jeden	157	449	1.01258	6.62155	7.57677	5	NA	3	5	3
128	9	Mittwoch	NA	NA	NA	NA	0.96104	9	NA	NA	1	NA
129	1	Gute	NA	NA	NA	NA	3.73445	4	NA	NA	4	NA
129	2	Beziehungen	144	197	0	6.47924	1.80687	11	NA	3	2	1
129	3	ebnen	4	396	0	6.42835	2.13401	5	NA	1	3	2
129	4	vielen	204	429	0.10639	14.95439	5.99013	6	NA	3	5	3
129	5	Unternehmern	7	345	0.52606	6.14262	1.28941	12	NA	1	2	2
129	6	den	12013	372	0.87899	6.498	4.27118	3	NA	5	4	2
129	7	Weg	268	445	0.98771	6.56709	0.78634	3	NA	3	1	3
129	8	zum	2402	241	1.55458	6.58696	4.48081	3	NA	4	4	1
129	9	Erfolg	NA	NA	NA	NA	0.62788	7	NA	NA	1	NA
130	1	Mäuse	NA	NA	NA	NA	4.25708	5	NA	NA	4	NA
130	2	und	23166	197	0	6.63596	3.31968	3	NA	5	3	1
130	3	Ratten	7	396	0	10.99857	0.19897	6	NA	1	1	2
130	4	nagen	2	738	0.08203	5.71098	1.88219	5	NA	1	2	3
130	5	gerne	77	394	0.6291	15.25856	3.36101	5	NA	2	3	2
130	6	an	4501	345	1.22622	4.85287	1.21495	2	NA	4	2	2
130	7	Stromkabeln	NA	NA	NA	NA	3.06377	12	NA	NA	3	NA
131	1	Tierärzte	NA	NA	NA	NA	3.86383	9	NA	NA	4	NA
131	2	impfen	2	197	0	6.63596	2.19147	6	NA	1	3	1
131	3	keine	900	396	0	10.9818	5.73033	5	NA	3	5	2
131	4	Kaninchen	5	396	0.0586	6.14262	1.5783	9	NA	1	2	2
131	5	gegen	1429	423	0.29492	6.498	1.33939	5	NA	4	2	3
131	6	Tollwut	NA	NA	NA	NA	3.19668	8	NA	NA	3	NA
132	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
132	2	Hunde	17	197	0	6.61735	1.17345	5	NA	2	2	1
132	3	der	33429	396	0	6.58696	3.44656	3	NA	5	3	2
132	4	Wächter	6	738	0.10788	6.56709	0.55623	7	NA	1	1	3
132	5	bellen	2	527	0.35247	6.58696	2.7707	6	NA	1	3	3
132	6	beim	643	449	0.51554	10.59239	4.72489	4	NA	3	4	3
132	7	geringsten	10	396	0.85128	6.52783	2.28863	10	NA	1	3	2
132	8	Anlaß	NA	NA	NA	NA	0.25084	6	NA	NA	1	NA
133	1	Affen	NA	NA	NA	NA	4.25708	5	NA	NA	4	NA
133	2	kraulen	1	197	0	6.63596	2.23236	7	NA	1	3	1
133	3	sich	7603	396	0	10.9818	3.54909	4	NA	4	4	2
133	4	oft	232	396	0.0672	5.43487	2.45198	3	NA	3	3	2
133	5	stundenlang	8	345	0.45541	4.27103	4.76951	11	NA	1	4	2
133	6	das	8502	345	0.81312	8.25114	5.55422	3	NA	4	5	2
133	7	Fell	NA	NA	NA	NA	0.83545	5	NA	NA	1	NA
134	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
134	2	Forscher	38	197	0	6.61735	1.17345	8	NA	2	2	1
134	3	stapfen	2	396	0	6.58696	2.39922	7	NA	1	3	2
134	4	durch	1880	429	0.05892	10.59239	1.60368	5	NA	4	2	3
134	5	den	12013	396	0.2053	6.55093	1.42365	3	NA	5	2	2
134	6	Schnee	26	381	0.52182	6.63445	1.00399	6	NA	2	1	2
134	7	zurück	305	423	0.6013	6.58696	3.52869	6	NA	3	4	3
134	8	zum	2402	449	0.77935	11.18759	5.30902	3	NA	4	5	3
134	9	Lager	NA	NA	NA	NA	0.54903	6	NA	NA	1	NA
135	1	Viele	NA	NA	NA	NA	5.93747	5	NA	NA	5	NA
135	2	Babys	5	197	0	5.95961	1.32205	5	NA	1	2	1
135	3	schielen	2	396	0	6.498	2.15732	8	NA	1	3	2
135	4	nach	3365	429	0.13202	9.88174	1.57391	4	NA	4	2	3
135	5	der	33429	197	0.3702	6.55093	1.74727	3	NA	5	2	1
135	6	Geburt	26	301	0.76054	6.63445	0.71152	6	NA	2	1	2
135	7	eine	5526	372	0.78713	6.58696	2.2483	4	NA	4	3	2
135	8	Weile	18	474	1.11703	6.56709	0.63919	5	NA	2	1	3
135	9	lang	NA	NA	NA	NA	3.48488	5	NA	NA	4	NA
136	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
136	2	Bäume	28	197	0	6.61735	1.17345	5	NA	2	2	1
136	3	in	17286	396	0	6.58696	1.81478	2	NA	5	2	2
136	4	den	12013	396	0.08621	6.45806	1.64526	3	NA	5	2	2
136	5	Wäldern	7	381	0.4066	6.63445	1.41604	7	NA	1	2	2
136	6	speichern	4	486	0.7688	6.58696	2.83201	9	NA	1	3	3
136	7	sehr	571	394	0.90535	10.59239	3.27741	4	NA	3	3	2
136	8	viel	430	197	1.2985	4.85287	2.718	4	NA	3	3	1
136	9	Wasser	NA	NA	NA	NA	3.61059	7	NA	NA	4	NA
137	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
137	2	meisten	195	197	0	6.61735	5.02372	7	NA	3	4	1
137	3	Leute	207	396	0	9.25623	2.41534	5	NA	3	3	2
137	4	schummeln	1	396	0.11294	6.498	2.1172	9	NA	1	3	2
137	5	beim	643	606	0.43207	9.88174	5.3632	4	NA	3	5	3
137	6	Spielen	34	345	0.79826	6.52783	0.47674	7	NA	2	1	2
137	7	gelegentlich	NA	NA	NA	NA	5.67983	13	NA	NA	5	NA
138	1	Nach	NA	NA	NA	NA	2.42555	4	NA	NA	3	NA
138	2	dem	6578	197	0	6.59812	1.8169	3	NA	4	2	1
138	3	Spiel	158	396	0	6.63445	0.72635	5	NA	3	1	2
138	4	massieren	1	406	0.15211	6.58696	2.71443	9	NA	1	3	3
138	5	die	30483	378	0.37556	10.59239	1.80223	3	NA	5	2	2
138	6	Therapeuten	4	372	0.74217	6.54856	0.77929	11	NA	1	1	2
138	7	den	12013	423	0.98571	6.58696	2.22239	3	NA	5	3	3
138	8	Spielern	15	502	0.98686	6.56709	1.02149	8	NA	2	2	3
138	9	die	30483	241	1.14798	6.58696	3.00439	3	NA	5	3	1
138	10	Beine	NA	NA	NA	NA	0.67419	6	NA	NA	1	NA
139	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
139	2	beiden	478	197	0	6.61735	6.1802	6	NA	3	5	1
139	3	Mädchen	102	396	0	6.60187	1.42571	7	NA	3	2	2
139	4	tuscheln	1	396	0.11075	6.42835	2.07568	8	NA	1	3	2
139	5	während	368	378	0.35602	14.76726	3.02203	7	NA	3	3	2
139	6	des	7866	197	0.62876	6.55093	0.94666	3	NA	4	1	1
139	7	Unterrichts	NA	NA	NA	NA	1.02301	12	NA	NA	2	NA
140	1	Die	NA	NA	NA	NA	2.0456	3	NA	NA	3	NA
140	2	Häuser	57	197	0	6.61735	1.17345	6	NA	2	2	1
140	3	am	2849	396	0	6.58696	2.34684	2	NA	4	3	2
140	4	Horizont	14	396	0.0999	6.52096	2.2144	8	NA	2	3	2
140	5	flimmern	2	483	0.3594	6.62155	2.66516	8	NA	1	3	3
140	6	in	17286	394	0.78688	10.44692	1.12151	2	NA	5	2	2
140	7	der	33429	219	0.85392	6.55093	2.31493	3	NA	5	3	1
140	8	Sonne	NA	NA	NA	NA	0.71079	6	NA	NA	1	NA
141	1	Den	NA	NA	NA	NA	1.85543	3	NA	NA	2	NA
