sn	wn	nw	let	l	f	p	word	log_freq	bigram	pos_bigram	len	logitpred	spm	spu	sp1	rv1	sp5	rv5	sp10	rv10	sp15	rv15	sp20	rv20	sp25	rv25	sp30	rv30	sp50	rv50	sp100	rv100	freq.pm	scaled.freq	scaled.log.freq	log.rv100	scaled.log.rv100	freq.class	spu.class	sp100.class	rv1.class	rv100.class
44	5	8	2.21544715447154	5	2.92279861255084	-1.868830714	keine	2.9544582	5.9188939	11.059614	0.2	-1.86883071	6.55093	5.40761334850716	1.54824571797	145.617105931	0.95792098187	145.617105931	0.668742805772	181.561438751	0.476153550705	196.617105931	0.491309377724	196.617105931	0.48889592697	196.617105931	0.456100871958	196.617105931	0.359676563898	395.929128334	0.235702407423	395.929128334	900.44709229682	0.0269360245993462	0.653045261992889	5.98123522638411	0.877452238545981	3	5	3	2	2
44	6	8	2.72222222222222	5	2.65167722627808	-0.596961625	Frage	2.5904506	5.8944028	12.276443	0.2	-0.59696163	6.424139	1.47550712443727	2.33996141274	130.561438751	1.24838521487	164.098116321	0.955443503069	196.617105931	0.945810708717	344.929128334	0.858289606109	344.929128334	0.712033174526	344.929128334	0.692830165472	344.929128334	0.629287992004	344.929128334	0.535797941461	344.929128334	389.44900625398	0.0116499993196604	0.57258602973521	5.84333897080989	0.857222741868276	3	2	3	1	1
44	7	8	1.73333333333333	3	4.50477795437428	-0.44599823	der	4.5241247	8.693329	14.78291	0.33333333	-0.44599823	6.498005	3.4420561388521	1.2193675245	51	1.15126270077	167.925658896	1.41751077106	167.925658896	1.39224172627	167.925658896	1.15653873213	218.925658896	1.070028008	218.925658896	0.858149830341	218.925658896	0.855903348434	371.57079941	0.690522425374	371.57079941	33429.1012014696	1	1	5.917739423147	0.868137350804581	5	4	3	1	2
44	8	8	5.11111111111111	13	1.31405270461033	-0.737951647	Journalisten	NA	NA	NA	NA	NA	NA	0.654717467551296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
45	1	9	2.13777777777778	3	3.6967764986441	-1.073291291	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
45	2	9	2.77777777777778	5	1.71274563981066	-2.552972737	Insel	1.7713574	4.9558271	15.822097	0.2	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	59.0686982465512	0.00176698433770497	0.391535936222094	5.2812582127327	0.77476502189049	2	1	1	2	1
45	3	9	1.6832298136646	3	3.87338861851621	-0.564932542	ist	3.8441658	3.9318256	13.724486	0.33333333	-0.56493254	6.586956	2.72814485744225	0.636652930764	196.617105931	0.291934324442	196.617105931	0.154720863408	196.617105931	0.121303049522	196.617105931	0.109198613643	196.617105931	0.051567768702	395.929128334	0.0303160687058	395.929128334	0	395.929128334	0	395.929128334	6984.99018179638	0.208949386335559	0.84970376700713	5.98123522638411	0.877452238545981	4	3	1	2	2
45	4	9	1.54696132596685	3	3.45356141575093	-1.868830714	nur	3.4063051	8.7908778	12.984551	0.33333333	-1.86883071	10.684834	2.90281246878869	1.55940753656	145.617105931	0.65064466651	196.617105931	0.436131251945	196.617105931	0.326284142838	196.617105931	0.288605323645	196.617105931	0.307720302045	196.617105931	0.238402156863	344.929128334	0.13685440068	395.929128334	0.0601955912487	429.297861383	2548.62007711244	0.0762395633000268	0.752920249965701	6.06215099358056	0.889322649652202	4	4	2	2	3
45	5	9	1.62091503267974	3	3.88903487968861	-1.014074463	mit	3.9104216	8.8331711	13.601745	0.33333333	-1.01407446	5.96942	1.76135216030202	2.89824717118	130.561438751	1.24988066699	196.617105931	0.909820875175	196.617105931	0.949054500224	196.617105931	0.700605399229	344.929128334	0.645516639472	344.929128334	0.663391496886	344.929128334	0.540975395918	395.929128334	0.370512035167	395.929128334	8136.19970670167	0.243386732346366	0.864348765629736	5.98123522638411	0.877452238545981	4	2	3	1	2
45	6	9	1.41984732824427	3	3.8287320581689	-0.390851423	dem	3.8180642	11.4808154	15.008878	0.33333333	-0.39085142	6.360805	1.94275637074065	1.29473545311	145.617105931	2.03907427127	145.617105931	1.64549474219	196.617105931	1.11736193319	196.617105931	1.18291498227	196.617105931	1.04837972064	196.617105931	0.978298324107	196.617105931	0.929010816557	344.929128334	0.8158211096	344.929128334	6577.55063444625	0.196761216964969	0.843934341597613	5.84333897080989	0.857222741868276	4	2	4	2	1
45	7	9	2.88235294117647	8	1.33340696687392	-1.660110015	Flugzeug	1.4061517	4.7621739	15.822097	0.125	-1.66011002	6.634453	0.716020408658592	2.02261843331	130.561438751	2.20300636265	218.925658896	2.30635048726	218.925658896	2.28711838544	218.925658896	2.09458523272	218.925658896	2.0044536603	218.925658896	1.81232286106	218.925658896	1.57703020924	218.925658896	1.12776469925	218.925658896	25.4772002127989	0.000762126389795933	0.310811879256997	5.38873221509201	0.790531548433316	2	1	4	1	1
45	8	9	1.31666666666667	2	4.03179612625399	1.073291291	zu	3.9763197	3.3322045	12.741469	0.5	1.07329129	6.586956	1.92948182378977	1.51208974318	51	0.710024189106	218.925658896	0.803168788592	218.925658896	0.973701911975	422.893369667	0.926333541545	422.893369667	0.912049977565	422.893369667	1.03563303548	422.893369667	1.07085435514	422.893369667	0.86026047296	473.893369667	9469.33977479026	0.283266358784841	0.878914699234528	6.16098233787968	0.903821290988232	4	2	4	1	3
45	9	9	2.94285714285714	10	1.95960465523129	2.221321581	erreichen	NA	NA	NA	NA	NA	NA	4.18389084810633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
46	1	8	1.55721393034826	2	3.23250820753853	-1.386290111	Es	NA	NA	NA	NA	NA	NA	4.55950368573624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA
46	2	8	3.02542372881356	6	2.62166640461768	-2.552972737	sollte	2.569265	6.4393504	11.944136	0.16666667	-2.55297274	6.539918	2.99148946541122	1.8954298614	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	370.906974638234	0.011095331950532	0.567903223357217	5.2812582127327	0.77476502189049	3	4	1	2	1
46	3	8	2.18446601941748	4	3.17631413968859	-1.862855675	mehr	3.2533913	3.3322045	8.278428	0.25	-1.86285567	10.415651	1.94074160968324	1.98914417804	51	0.803013223912	196.617105931	0.290747606124	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	1792.21991970829	0.0536125667545468	0.719120606909885	5.98123522638411	0.877452238545981	4	2	1	1	2
46	4	8	2.54189944134078	5	1.57502610942326	-2.552972737	Strom	1.6240788	2.7725887	12.276443	0.2	-2.55297274	5.644751	4.46807121619256	3.3451468649	344.929128334	2.13175403568	196.617105931	1.68610420517	344.929128334	1.20582378021	344.929128334	0.718627681833	344.929128334	0.502152817823	344.929128334	0.403273471293	344.929128334	0.247996654335	344.929128334	0.116884743335	352.431851041	42.080297350879	0.00125879236469059	0.35898188217491	5.86485727318145	0.860379494925296	2	5	2	3	2
46	5	8	1.57352941176471	3	3.88903487968861	-2.552972737	mit	3.9104216	3.5263605	14.889018	0.33333333	-2.55297274	6.498005	1.86488392021496	1.5342581913	145.617105931	2.0668533587	145.617105931	1.99815605157	145.617105931	2.14780883915	145.617105931	2.01296004189	196.617105931	1.81453650147	196.617105931	1.62102084227	196.617105931	0.935485545518	196.617105931	0.576410793487	196.617105931	8136.19970670167	0.243386732346366	0.864348765629736	5.2812582127327	0.77476502189049	4	2	3	2	1
46	6	8	4.89473684210526	12	0.0546766238759982	-1.20539895	Solarenergie	0.48252201	0.6931472	14.028411	0.08333333	-1.20539895	6.458063	2.83189072474102	0.895973587464	145.617105931	1.11941047961	145.617105931	1.21502333882	145.617105931	1.30618119513	145.617105931	1.55190384563	145.617105931	1.49873417428	145.617105931	1.47989688263	145.617105931	1.55695328152	145.617105931	1.0858164798	196.617105931	3.03754003026387	9.08651420795704e-05	0.106655329372331	5.2812582127327	0.77476502189049	1	4	4	2	1
46	7	8	3.81938325991189	7	1.4880442143777	-0.035308666	erzeugt	1.274107	0.6931472	13.922385	0.14285714	-0.03530867	6.611656	3.54912076633547	4.25809984846	51	1.85617532483	226.749464357	2.20692673364	226.749464357	1.9795410684	181.561438751	1.95572137592	181.561438751	2.28872136505	181.561438751	2.2896617839	181.561438751	2.59723197505	181.561438751	2.04685912918	218.925658896	18.7977989354351	0.000562318407011456	0.281625084295311	5.38873221509201	0.790531548433316	2	4	4	1	1
46	8	8	3.66480446927374	7	3.51931729920466	2.215395751	werden	NA	NA	NA	NA	NA	NA	3.98981955477967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
47	1	8	2.08411214953271	3	3.6967764986441	-0.770221104	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
47	2	8	3.8533724340176	8	0.214808626396256	-2.552972737	monotone	0.23618495	1.0986123	14.873254	0.125	-2.55297274	6.61735	2.62850907915454	1.66602285012	51	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	1.72260201145813	5.15300127597327e-05	0.0522056675405079	5.2812582127327	0.77476502189049	1	3	1	1	1
47	3	8	2.55454545454545	6	2.57656017027317	-0.953083866	Arbeit	2.5086738	1.0986123	15.500497	0.16666667	-0.95308387	6.601872	0.202753808673583	0.830328985443	395.929128334	0.965176577344	395.929128334	0.191662370409	395.929128334	0.0636892054533	395.929128334	0.0636892054533	395.929128334	0.00862355007003	395.929128334	0.00862355007003	395.929128334	0.00289740809706	395.929128334	0	395.929128334	322.60700997209	0.00965048411047042	0.554510312237857	5.98123522638411	0.877452238545981	3	1	1	3	2
47	4	8	3.1	6	2.33610134309902	-1.386290111	machte	2.1631196	3.1354942	14.315436	0.16666667	-1.38629011	6.428349	2.39904411752425	0.344430885517	196.617105931	0.734880542754	196.617105931	0.964857667705	196.617105931	0.847421384439	196.617105931	0.554651545077	196.617105931	0.509943064059	196.617105931	0.429158354258	196.617105931	0.25543565721	344.929128334	0.110748095455	395.929128334	145.585995345599	0.00435506759419542	0.478129968433452	5.98123522638411	0.877452238545981	3	3	2	2	2
47	5	8	1.75	3	4.07494071589607	-1.504075429	den	4.0796515	6.133398	13.279692	0.33333333	-1.50407543	14.767255	2.38967174130428	1.42976556915	51	0.902406487182	196.617105931	0.814533841713	196.617105931	0.680880676373	196.617105931	0.763861701803	196.617105931	0.709277599806	196.617105931	0.655528930663	196.617105931	0.580007721502	196.617105931	0.411781030009	344.929128334	12013.0006341593	0.359357571768374	0.901754874263302	5.84333897080989	0.857222741868276	5	3	3	1	1
47	6	8	4.67834394904459	12	1.41283503841534	-1.13217987	Angestellten	1.4187039	4.9698133	15.822097	0.08333333	-1.13217987	6.54856	0.894396522896815	1.27525819246	371.57079941	0.984666150665	371.57079941	1.04159489149	371.57079941	1.00381604272	371.57079941	0.948887201689	371.57079941	0.913478702325	371.57079941	0.922691646027	371.57079941	0.778473571868	371.57079941	0.790707091637	371.57079941	26.2242997292104	0.000784475166447417	0.313586382797981	5.917739423147	0.868137350804581	2	1	4	3	2
47	7	8	3.31836734693878	6	2.45340855382597	-0.382303208	keinen	2.4250155	1.3862944	10.449613	0.16666667	-0.38230321	6.586956	7.38121818797535	1.57782963776	51	1.08104692821	218.925658896	0.810928631858	218.925658896	0.961577253142	218.925658896	1.09525626013	218.925658896	1.17864921249	218.925658896	1.03941014006	218.925658896	0.899645199453	218.925658896	0.76994207071	422.893369667	266.082002295424	0.00795959187451102	0.536018713188874	6.047120066103	0.887117599948684	3	5	3	1	3
47	8	8	2.77570093457944	5	1.43954110516686	0.65715955	Spaß	NA	NA	NA	NA	NA	NA	0.795580898204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
48	1	9	1.6839378238342	2	3.13480800231949	-1.85677579	In	NA	NA	NA	NA	NA	NA	2.42342933456619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA
48	2	9	1.6125	3	3.8287320581689	-2.209410184	dem	3.8180642	8.6485723	15.008878	0.33333333	-2.20941018	6.598118	2.01459164684714	1.53038023915	145.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	3.20342650381e-16	196.617105931	6577.55063444625	0.196761216964969	0.843934341597613	5.2812582127327	0.77476502189049	4	2	1	2	1
48	3	9	2.82307692307692	7	2.43050397566784	-1.497866662	kleinen	2.3021295	7.4366173	14.873254	0.14285714	-1.49786666	6.634453	2.11387364911328	2.85057985025	130.561438751	1.21320516613	145.617105931	0.383319371514	196.617105931	0.195638828787	196.617105931	0.091171683282	196.617105931	0.0436212917998	344.929128334	0.0135087070398	344.929128334	0	395.929128334	0	395.929128334	200.506981951652	0.00599797705428101	0.508856331922062	5.98123522638411	0.877452238545981	3	2	1	1	2
48	4	9	2.85975609756098	6	2.14723407700298	-1.85677579	Zimmer	1.6477271	4.5951199	15.500497	0.16666667	-1.85677579	6.601872	0.20439156135368	2.24660760669	124.179993661	1.60719490408	395.929128334	1.87226296718	395.929128334	1.46054546602	395.929128334	1.12393075196	395.929128334	0.80843972809	395.929128334	0.684266595688	395.929128334	0.33736133674	395.929128334	0.122831295756	405.579784161	44.435195985082	0.00132923693393015	0.364209036943655	6.0053176092227	0.880985144364169	2	1	2	1	3
48	5	9	3.17948717948718	7	2.0467136223282	-2.552972737	standen	1.7966395	2.7080502	14.315436	0.14285714	-2.55297274	6.428349	2.43946778162716	2.10860710614	171.533541284	0.739963301639	196.617105931	0.622053526654	196.617105931	0.877268835698	196.617105931	1.06192304811	196.617105931	1.29576654779	211.323999876	1.21473594726	211.323999876	1.10250316953	211.323999876	0.723417685486	268.818774315	62.6093939648711	0.00187290090713294	0.397124221620151	5.59403745113183	0.820649999243226	2	3	3	2	1
48	6	9	2.58128078817734	4	2.69310671350914	-1.85677579	viel	2.6331189	1.0986123	12.925034	0.25	-1.85677579	14.767255	3.3298788527263	1.1361472271	145.617105931	0.869539282825	145.617105931	0.900792689769	145.617105931	0.858183150485	196.617105931	0.855194540681	196.617105931	0.782035190048	196.617105931	0.875765032628	196.617105931	0.930182960631	196.617105931	0.969699875155	344.929128334	429.654040216293	0.0128526949506319	0.582017312652766	5.84333897080989	0.857222741868276	3	4	4	2	1
48	7	9	1.06870229007634	2	4.03179612625399	-0.487688627	zu	3.9763197	8.4799066	13.601745	0.5	-0.48768863	4.852871	2.25654940075249	1.58380902497	51	1.46512291592	145.617105931	1.48671851238	196.617105931	1.36730831145	196.617105931	1.35848461476	196.617105931	1.33651532765	196.617105931	1.29984174989	196.617105931	1.25990513594	196.617105931	1.27118964943	196.617105931	9469.33977479026	0.283266358784841	0.878914699234528	5.2812582127327	0.77476502189049	4	3	4	1	1
48	8	9	2.36290322580645	5	2.42711430037183	-0.095527522	viele	2.6040899	6.3261495	11.059614	0.2	-0.09552752	9.235807	5.10435328750742	3.57180354263	196.617105931	1.67650664008	196.617105931	1.29768100368	196.617105931	1.45033115935	196.617105931	1.34819840028	196.617105931	1.37683683119	196.617105931	1.35332604971	196.617105931	1.25228443317	344.929128334	1.20560231675	344.929128334	401.873991119988	0.0120216810107452	0.575600822850882	5.84333897080989	0.857222741868276	3	5	4	2	1
48	9	9	2.3	6	1.22532479196611	0.268151537	Möbel	NA	NA	NA	NA	NA	NA	1.13615218185533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
49	1	9	2.13215859030837	3	3.32564289547031	-0.763029613	Das	NA	NA	NA	NA	NA	NA	2.47204267718016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA
49	2	9	3.35265700483092	7	2.09011691075201	-2.552972737	Fenster	1.6864414	4.8283137	15.822097	0.14285714	-2.55297274	6.61735	0.78316616953362	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	48.5781979230549	0.0014531709252452	0.372766338646678	5.2812582127327	0.77476502189049	2	1	1	2	1
49	3	9	1.03636363636364	2	3.71737921171809	-1.380003269	im	3.8291905	4.8751973	13.131097	0.5	-1.38000327	6.586956	2.76815626048202	1.90930487102	145.617105931	0.364139012346	196.617105931	0.174389008926	196.617105931	0.133601823408	196.617105931	0.0845901269211	196.617105931	0.0521516470826	196.617105931	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	6748.23969232992	0.201867218973667	0.846393668149775	5.98123522638411	0.877452238545981	4	4	1	2	2
49	4	9	1.50344827586207	4	1.2361264524007	-1.282471448	Flur	0.89853322	5.6383547	13.858854	0.25	-1.28247145	6.520961	1.85585934762904	1.2809572516	145.617105931	0.935091062181	145.617105931	0.607000643602	196.617105931	0.455534619861	196.617105931	0.438447073167	196.617105931	0.384833025959	344.929128334	0.402868790444	344.929128334	0.195076065692	395.929128334	0.0998959941628	395.929128334	7.91650007103149	0.000236814625177044	0.198609295627948	5.98123522638411	0.877452238545981	1	2	2	2	2
49	5	9	2.91592920353982	6	0.316668431747955	-2.552972737	klemmt	0.30220318	0.6931472	14.315436	0.16666667	-2.55297274	6.621548	2.68304605979668	3.33845659569	226.749464357	2.42107079816	218.925658896	1.40295084514	218.925658896	1.04872040741	218.925658896	0.81356054212	226.749464357	0.805368147971	226.749464357	0.723961488029	226.749464357	0.611741039663	464.806601838	0.359402370017	482.978157645	2.0054100174306	5.99899472422082e-05	0.066798154347956	6.17997143036293	0.90660700682731	1	3	3	3	3
49	6	9	2.42458100558659	4	2.67324306891642	-1.282471448	seit	2.8972603	0.6931472	12.86968	0.25	-1.28247145	10.446916	2.40662186748093	0.446007159548	145.617105931	0.799760528825	145.617105931	0.849497887283	145.617105931	1.13226778574	145.617105931	1.24230220562	196.617105931	1.10283617757	196.617105931	1.00353695733	196.617105931	0.898440134688	196.617105931	0.781298983892	394.085139536	789.333072827857	0.0236121536164172	0.640402396512192	5.9765669761467	0.876767402309674	3	3	4	2	2
49	7	9	1.55244755244755	3	3.77987486991011	-2.552972737	ein	3.7649745	4.7095302	15.008878	0.33333333	-2.55297274	6.55093	1.09221492574127	0.930955173513	167.925658896	0.845295780183	167.925658896	0.832453403463	167.925658896	0.851815958888	167.925658896	0.861550601723	167.925658896	0.878424936539	167.925658896	0.952515863793	167.925658896	0.885377396517	167.925658896	0.830445166693	218.925658896	5820.69040048378	0.174120457663633	0.832199541272591	5.38873221509201	0.790531548433316	4	1	4	2	1
49	8	9	1.85185185185185	4	2.26754248106705	0.401172791	paar	2.1797011	9.6232444	11.624422	0.25	0.40117279	6.634453	7.26167305171943	3.12678908727	146.139065809	1.17049236954	167.925658896	1.32283170108	167.925658896	1.07779562872	167.925658896	1.11639931369	167.925658896	1.20644285303	167.925658896	1.26967604173	167.925658896	1.43535069855	167.925658896	1.26830815132	422.893369667	151.251990936784	0.00452456050269562	0.481795097292522	6.047120066103	0.887117599948684	3	5	4	2	3
49	9	9	2.51079136690647	6	2.14332088559803	0.401172791	Tagen	NA	NA	NA	NA	NA	NA	0.623334565739164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
5	1	8	3.11805555555556	5	0.25647576260111	-2.552972737	Vorne	NA	NA	NA	NA	NA	NA	4.25708024820333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA
5	2	8	1.125	2	3.25909192863221	-0.770221104	am	3.4547306	2.1972246	11.955352	0.5	-0.7702211	6.60087	2.09767133963148	1.95655158615	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	2849.25028245908	0.0852326320497608	0.763624088434167	5.2812582127327	0.77476502189049	4	2	1	2	1
5	3	8	1.28662420382166	3	0.745202093067644	-1.20539895	Bug	0.61662988	4.1743873	13.858854	0.33333333	-1.20539895	6.493196	2.39775090157935	1.70277365119	145.617105931	0.993665271901	145.617105931	0.329319885269	196.617105931	0.287546096809	196.617105931	0.220631206718	196.617105931	0.131981241242	395.929128334	0.0639746899666	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	4.13647001021321	0.000123738594863309	0.136298161719548	5.98123522638411	0.877452238545981	1	3	1	2	2
5	4	8	1.61142857142857	3	2.62182723540463	-2.552972737	sah	2.0847978	0.6931472	14.315436	0.33333333	-2.55297274	6.621548	2.80056945699355	3.15967113959	181.561438751	2.12028658116	196.617105931	1.29791818748	196.617105931	0.919582695284	196.617105931	0.605671217331	196.617105931	0.576797401133	196.617105931	0.548983556821	196.617105931	0.399390808929	395.929128334	0.157696411614	395.929128334	121.561989727162	0.00363641214864067	0.460817934571963	5.98123522638411	0.877452238545981	3	4	2	2	2
5	5	8	1.62068965517241	3	3.41987647838454	-0.303068288	man	3.2771185	7.1731917	11.610116	0.33333333	-0.30306829	10.446916	7.11658916297498	1.83953677237	145.617105931	0.977150318642	196.617105931	1.12684144709	196.617105931	1.05339551303	196.617105931	1.21865939136	196.617105931	1.15663648929	196.617105931	1.00456189053	196.617105931	0.768990999817	344.929128334	0.574270245558	344.929128334	1892.86002703596	0.0566231205448249	0.724365201516218	5.84333897080989	0.857222741868276	4	5	3	2	1
5	6	8	1.9622641509434	4	3.74529656881798	-0.693147181	eine	3.7424187	7.9164429	11.180553	0.25	-0.69314718	5.746262	2.80384907998149	1.57369018077	51	1.16516703173	196.617105931	1.4864848811	196.617105931	1.53594996753	196.617105931	1.374286683	196.617105931	1.24310879109	196.617105931	1.28553930173	196.617105931	1.40062981959	196.617105931	1.28780045415	196.617105931	5526.09949585592	0.165308048892831	0.827213869679587	5.2812582127327	0.77476502189049	4	4	4	1	1
5	7	8	3.49802371541502	9	0.739524086826629	-2.552972737	prächtige	0.57054994	4.2626799	14.873254	0.11111111	-2.55297274	6.481335	2.41528407347918	1.98351838168	51	2.34352137162	145.617105931	2.4821444121	145.617105931	2.32789221663	145.617105931	2.27124763743	145.617105931	2.26569503309	145.617105931	2.22010026682	145.617105931	1.51156088615	196.617105931	1.34884769506	196.617105931	3.72005996081068	0.000111282081393416	0.126112779340499	5.2812582127327	0.77476502189049	1	3	4	1	1
5	8	8	5.73931623931624	13	0.110243483390975	-1.288845985	Galionsfigur	NA	NA	NA	NA	NA	NA	0.201478114496895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
50	1	9	2.10679611650485	3	3.6967764986441	-1.066756246	Die	NA	NA	NA	NA	NA	NA	2.04559655167458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
50	2	9	4.67808219178082	10	1.02985150846954	-2.552972737	Sekretärin	0.88914813	4.1588831	15.822097	0.1	-2.55297274	6.61735	1.17344818178616	0.544266065392	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	0	196.617105931	7.74725997781447	0.000231751967578293	0.196534841314166	5.2812582127327	0.77476502189049	1	1	1	2	1
50	3	9	4.78305084745763	11	0.574674704795992	-2.552972737	informierte	0.88019314	0.6931472	14.315436	0.09090909	-2.55297274	6.586956	2.32161032011422	0.344430885517	196.617105931	0.265168553075	196.617105931	0.17101849506	196.617105931	0.131553774163	395.929128334	0.107511373828	395.929128334	0.0508262924124	395.929128334	0.0400831925315	395.929128334	3.20342650381e-16	395.929128334	3.20342650381e-16	395.929128334	7.58915005648745	0.000227022258562962	0.194555455113781	5.98123522638411	0.877452238545981	1	3	1	2	2
50	4	9	1.86585365853659	3	4.07494071589607	0.035308666	den	4.0796515	1.6094379	13.279692	0.33333333	0.03530867	10.592385	2.43822451137099	1.42976556915	51	0.505708013244	196.617105931	0.290665626116	196.617105931	0.235219174306	196.617105931	0.223944510197	196.617105931	0.240327358244	196.617105931	0.19729881487	196.617105931	0.14513973119	395.929128334	0.0425397153073	429.297861383	12013.0006341593	0.359357571768374	0.901754874263302	6.06215099358056	0.889322649652202	5	3	2	1	3
50	5	9	2.7	7	1.37804159701084	-2.552972737	Kanzler	1.650796	5.3752784	15.822097	0.14285714	-2.55297274	6.54856	0.902478038050392	1.27525819246	371.57079941	0.86416742145	371.57079941	0.625523651354	371.57079941	0.619676986658	371.57079941	0.546883351745	371.57079941	0.494371500418	371.57079941	0.444711659773	371.57079941	0.369937244363	371.57079941	0.314274284829	422.57079941	44.7503050373263	0.00133866312371447	0.364887378104321	6.04635700532656	0.887005658290968	2	1	3	3	3
50	6	9	2.51546391752577	4	2.72150559549042	-2.552972737	erst	2.7055558	1.0986123	13.537719	0.25	-2.55297274	6.586956	4.43220071128261	2.65937598129	134.593037414	1.0920670324	218.925658896	0.848536173469	218.925658896	0.768978393005	218.925658896	0.615117133053	218.925658896	0.583462111203	218.925658896	0.609459127967	218.925658896	0.593041335685	422.893369667	0.494147938249	422.893369667	507.639958577398	0.0151855700671689	0.598028564508843	6.047120066103	0.887117599948684	3	5	3	2	3
50	7	9	1.06741573033708	2	3.25909192863221	-0.902778336	am	3.4547306	6.9392539	11.955352	0.5	-0.90277834	9.024089	1.58502765045813	2.99562176344	125.598787646	1.9385855769	196.617105931	1.78123341991	196.617105931	1.18656255136	196.617105931	1.15494433368	196.617105931	1.15077190453	196.617105931	1.11825055754	196.617105931	0.928412950533	394.085139536	0.748641199857	445.085139536	2849.25028245908	0.0852326320497608	0.763624088434167	6.09826558866598	0.894620691127332	4	2	3	1	3
50	8	9	3.19444444444444	8	2.24312241770434	-0.303068288	nächsten	2.3897365	7.9006366	12.44697	0.125	-0.30306829	6.493196	3.13674966610924	1.48595880913	145.617105931	1.96450646671	145.617105931	2.06616916815	196.617105931	2.25555084765	196.617105931	2.01077309805	196.617105931	1.71244085584	196.617105931	1.41738453401	196.617105931	1.35234827168	196.617105931	1.17581115893	395.929128334	245.322001899338	0.00733857606343761	0.528220740688249	5.98123522638411	0.877452238545981	3	4	4	2	2
